"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",

"Language"                             ,"original"                                                                                                                            ,"english"                                                                                                                             ,"czech"                                                                                                                                                    ,"german"                                                                                                                                                                                          ,"russian"                                                                                                                                                                                       ,"polish"                                                                                                                                                               ,"hungarian"                                                                                                                                                                 ,"italian"                                                                                                                                                          ,"spanish"                                                                                                                                                                 ,"french"                                                                                                                                                                                                                  ,"chinese"                                                                              ,"japanese"                                                                                                                       ,"portuguese"                                                                                                                                                        ,"chinesesimp"                                                                          ,
"STR_FreezeGrindingStone_desc"         ,"Grinding stone allows you to polish raw gems, enhancing their value and beauty."                                                     ,"Grinding stone allows you to polish raw gems, enhancing their value and beauty."                                                     ,"Brusný kámen vám umožňuje leštit surové drahokamy, čímž zvyšuje jejich hodnotu a krásu."                                                                  ,"Der Schleifstein ermöglicht es Ihnen, Rohedelsteine zu polieren und deren Wert und Schönheit zu steigern."                                                                                       ,"Точильный камень позволяет полировать необработанные драгоценные камни, повышая их ценность и красоту."                                                                                        ,"Kamień szlifierski pozwala polerować surowe klejnoty, zwiększając ich wartość i piękno."                                                                              ,"A csiszolókő lehetővé teszi a nyers drágakövek polírozását, növelve azok értékét és szépségét."                                                                            ,"La mola consente di lucidare le gemme grezze, aumentando il loro valore e la loro bellezza."                                                                      ,"La piedra de moler permite pulir gemas en bruto, aumentando su valor y belleza."                                                                                         ,"La pierre à aiguiser vous permet de polir des gemmes brutes, augmentant leur valeur et leur beauté."                                                                                                                     ,"磨石可以打磨原始宝石，提高其价值和美感。"                                             ,"研ぎ石を使用して原石を磨くことができ、価値と美しさが向上します。"                                                               ,"A pedra de amolar permite polir gemas brutas, aumentando seu valor e beleza."                                                                                      ,"磨石可以打磨原始宝石，提高其价值和美感。"
"STR_FreezeFurnace"                    ,"Smelting Furnace"                                                                                                                    ,"Smelting Furnace"                                                                                                                    ,"Tavicí pec"                                                                                                                                               ,"Schmelzofen"                                                                                                                                                                                     ,"Плавильная печь"                                                                                                                                                                               ,"Piec do wytapiania"                                                                                                                                                   ,"Olvasztókemence"                                                                                                                                                           ,"Fornace di fusione"                                                                                                                                               ,"Horno de fundición"                                                                                                                                                      ,"Four de fusion"                                                                                                                                                                                                          ,"冶炼炉"                                                                               ,"精錬炉"                                                                                                                         ,"Fornalha de fundição"                                                                                                                                              ,"冶炼炉"
"STR_FreezeFurnace_desc"               ,"Fill all four slots of a type of stone ore to smelt down into nuggets. All four types can be processed at one time."                 ,"Fill all four slots of a type of stone ore to smelt down into nuggets. All four types can be processed at one time."                 ,"Naplnte všechny čtyři sloty typu kamenné rudy, abyste je roztavili na nugety. Všechny čtyři typy lze zpracovat najednou."                                 ,"Füllen Sie alle vier Slots eines Steinerzes, um es zu Nuggets zu schmelzen. Alle vier Typen können gleichzeitig verarbeitet werden."                                                             ,"Заполните все четыре слота одного типа каменной руды, чтобы переплавить ее в самородки. Все четыре типа могут быть обработаны одновременно."                                                   ,"Wypełnij wszystkie cztery sloty rodzaju kamiennej rudy, aby przetopić je w bryłki. Wszystkie cztery typy mogą być przetworzone jednocześnie."                         ,"Töltsön meg minden négy rést egy kőérc típusból, hogy rögökké olvadjon. Mind a négy típus egyszerre feldolgozható."                                                        ,"Riempi tutti e quattro gli slot di un tipo di minerale di pietra per fonderlo in pepite. Tutti e quattro i tipi possono essere lavorati contemporaneamente."      ,"Llena los cuatro espacios de un tipo de mineral de piedra para fundirlo en pepitas. Los cuatro tipos pueden procesarse al mismo tiempo."                                 ,"Remplissez les quatre emplacements d'un type de minerai de pierre pour les fondre en pépites. Les quatre types peuvent être traités en même temps."                                                                      ,"填满四个类型的石矿槽，以熔炼成金块。所有四种类型可以同时处理。"                       ,"石鉱石の種類のスロットをすべて埋めて、金塊に溶かします。四種類すべてが一度に処理できます。"                                     ,"Encha todos os quatro slots de um tipo de minério de pedra para fundir em pepitas. Todos os quatro tipos podem ser processados ao mesmo tempo。"                   ,"填满四个类型的石矿槽，以熔炼成金块。所有四种类型可以同时处理。"
"STR_GoldProcessing_Storage"           ,"Gold Processing"                                                                                                                     ,"Gold Processing"                                                                                                                     ,"Zpracování zlata"                                                                                                                                         ,"Goldverarbeitung"                                                                                                                                                                                ,"Обработка золота"                                                                                                                                                                              ,"Przetwarzanie złota"                                                                                                                                                  ,"Arany feldolgozás"                                                                                                                                                         ,"Lavorazione dell'oro"                                                                                                                                             ,"Procesamiento de oro"                                                                                                                                                    ,"Traitement de l'or"                                                                                                                                                                                                      ,"金加工"                                                                               ,"金の加工"                                                                                                                       ,"Processamento de Ouro"                                                                                                                                             ,"金加工"                                                                               ,
"STR_TinProcessing_Storage"            ,"Tin Processing"                                                                                                                      ,"Tin Processing"                                                                                                                      ,"Zpracování cínu"                                                                                                                                          ,"Zinnverarbeitung"                                                                                                                                                                                ,"Обработка олова"                                                                                                                                                                               ,"Przetwarzanie cyny"                                                                                                                                                   ,"Ón feldolgozás"                                                                                                                                                            ,"Lavorazione dello stagno"                                                                                                                                         ,"Procesamiento de estaño"                                                                                                                                                 ,"Traitement de l'étain"                                                                                                                                                                                                   ,"锡加工"                                                                               ,"錫の加工"                                                                                                                       ,"Processamento de Estanho"                                                                                                                                          ,"锡加工"                                                                               ,
"STR_IronProcessing_Storage"           ,"Iron Processing"                                                                                                                     ,"Iron Processing"                                                                                                                     ,"Zpracování železa"                                                                                                                                        ,"Eisenverarbeitung"                                                                                                                                                                               ,"Обработка железа"                                                                                                                                                                              ,"Przetwarzanie żelaza"                                                                                                                                                 ,"Vas feldolgozás"                                                                                                                                                           ,"Lavorazione del ferro"                                                                                                                                            ,"Procesamiento de hierro"                                                                                                                                                 ,"Traitement du fer"                                                                                                                                                                                                       ,"铁加工"                                                                               ,"鉄の加工"                                                                                                                       ,"Processamento de Ferro"                                                                                                                                            ,"铁加工"                                                                               ,
"STR_SilverProcessing_Storage"         ,"Silver Processing"                                                                                                                   ,"Silver Processing"                                                                                                                   ,"Zpracování stříbra"                                                                                                                                       ,"Silberverarbeitung"                                                                                                                                                                              ,"Обработка серебра"                                                                                                                                                                             ,"Przetwarzanie srebra"                                                                                                                                                 ,"Ezüst feldolgozás"                                                                                                                                                         ,"Lavorazione dell'argento"                                                                                                                                         ,"Procesamiento de plata"                                                                                                                                                  ,"Traitement de l'argent"                                                                                                                                                                                                  ,"银加工"                                                                               ,"銀の加工"                                                                                                                       ,"Processamento de Prata"                                                                                                                                            ,"银加工"                                                                               ,
"STR_CopperProcessing_Storage"         ,"Copper Processing"                                                                                                                   ,"Copper Processing"                                                                                                                   ,"Zpracování mědi"                                                                                                                                          ,"Kupferverarbeitung"                                                                                                                                                                              ,"Обработка меди"                                                                                                                                                                                ,"Przetwarzanie miedzi"                                                                                                                                                 ,"Réz feldolgozás"                                                                                                                                                           ,"Lavorazione del rame"                                                                                                                                             ,"Procesamiento de cobre"                                                                                                                                                  ,"Traitement du cuivre"                                                                                                                                                                                                    ,"铜加工"                                                                               ,"銅の加工"                                                                                                                       ,"Processamento de Cobre"                                                                                                                                            ,"铜加工"                                                                               ,
"STR_uraniumProcessing_Storage"        ,"Uranium Processing"                                                                                                                  ,"Uranium Processing"                                                                                                                  ,"Zpracování uranu"                                                                                                                                         ,"Uranverarbeitung"                                                                                                                                                                                ,"Обработка урана"                                                                                                                                                                               ,"Przetwarzanie uranu"                                                                                                                                                  ,"Urán feldolgozás"                                                                                                                                                          ,"Lavorazione dell'uranio"                                                                                                                                          ,"Procesamiento de uranio"                                                                                                                                                 ,"Traitement de l'uranium"                                                                                                                                                                                                 ,"铀加工"                                                                               ,"ウランの加工"                                                                                                                   ,"Processamento de Urânio"                                                                                                                                           ,"铀加工"                                                                               ,
"STR_sulphurProcessing_Storage"        ,"Sulphur Processing"                                                                                                                  ,"Sulphur Processing"                                                                                                                  ,"Zpracování síry"                                                                                                                                          ,"Schwefelverarbeitung"                                                                                                                                                                            ,"Обработка серы"                                                                                                                                                                                ,"Przetwarzanie siarki"                                                                                                                                                 ,"Kén feldolgozás"                                                                                                                                                           ,"Lavorazione dello zolfo"                                                                                                                                          ,"Procesamiento de azufre"                                                                                                                                                 ,"Traitement du soufre"                                                                                                                                                                                                    ,"硫加工"                                                                               ,"硫黄の加工"                                                                                                                     ,"Processamento de Enxofre"                                                                                                                                          ,"硫加工"
"STR_FreezeBar_base_desc"              ,"Crafted using 10 ore nuggets, creating a refined and valuable ore ingot."                                                            ,"Crafted using 10 ore nuggets, creating a refined and valuable ore ingot."                                                            ,"Vyrobeno pomocí 10 rudných nugetů, čímž vznikne rafinovaný a hodnotný rudný ingot."                                                                       ,"Hergestellt aus 10 Erz-Nuggets, wodurch ein raffinierter und wertvoller Erz-Barren entsteht."                                                                                                    ,"Создано с использованием 10 рудных самородков, создающих очищенный и ценный слиток руды."                                                                                                      ,"Wykonane z użyciem 10 samorodków rudy, tworząc rafinowaną i wartościową sztabkę rudy."                                                                                ,"Készült 10 érc rög felhasználásával, amely egy finomított és értékes ércrudat hoz létre."                                                                                  ,"Realizzato utilizzando 10 pepite di minerale, creando un lingotto di minerale raffinato e prezioso."                                                              ,"Elaborado con 10 pepitas de mineral, creando un lingote de mineral refinado y valioso."                                                                                  ,"Fabriqué en utilisant 10 pépites de minerai, créant un lingot de minerai raffiné et précieux."                                                                                                                           ,"使用10個礦石塊，形成精煉而有價值的礦錠。"                                             ,"10個の鉱石ナゲットを使用して作成され、精錬された貴重な鉱石インゴットを作成します。"                                             ,"Fabricado com 10 pepitas de minério, criando um lingote de minério refinado e valioso."                                                                            ,"使用10个矿石块，形成精炼而有价值的矿锭。"
"STR_FreezeBar_mixed_desc"             ,"Crafted by mixing elements together, resulting in a unique and valuable material."                                                   ,"Crafted by mixing elements together, resulting in a unique and valuable material."                                                   ,"Vyrobeno smícháním prvků dohromady, čímž vznikne jedinečný a hodnotný materiál."                                                                          ,"Hergestellt durch Mischen von Elementen, was zu einem einzigartigen und wertvollen Material führt."                                                                                              ,"Создано путём смешивания элементов, в результате чего получается уникальный и ценный материал."                                                                                                ,"Wykonane przez zmieszanie elementów razem, co skutkuje unikalnym i wartościowym materiałem."                                                                          ,"Elemi keverésével készült, amely egyedi és értékes anyagot eredményez."                                                                                                    ,"Realizzato mescolando insieme gli elementi, risultando in un materiale unico e prezioso."                                                                         ,"Elaborado mezclando elementos juntos, resultando en un material único y valioso."                                                                                        ,"Fabriqué en mélangeant des éléments, ce qui donne un matériau unique et précieux."                                                                                                                                       ,"通过混合元素制作，形成独特而有价值的材料。"                                           ,"さまざまな要素を混ぜ合わせて作成され、ユニークで価値のある素材になります。"                                                     ,"Fabricado misturando elementos juntos, resultando em um material único e valioso."                                                                                 ,"通过混合元素制作，形成独特而有价值的材料。"
"STR_FreezeBar_copper"                 ,"Copper Bar"                                                                                                                          ,"Copper Bar"                                                                                                                          ,"Měděná Tyč"                                                                                                                                               ,"Kupferbarren"                                                                                                                                                                                    ,"Медный Слиток"                                                                                                                                                                                 ,"Sztabka Miedzi"                                                                                                                                                       ,"Rézrúd"                                                                                                                                                                    ,"Barra di Rame"                                                                                                                                                    ,"Barra de Cobre"                                                                                                                                                          ,"Barre de Cuivre"                                                                                                                                                                                                         ,"銅條"                                                                                 ,"銅棒"                                                                                                                           ,"Barra de Cobre"                                                                                                                                                    ,"铜条"                                                                                 ,
"STR_FreezeBar_Adamantite"             ,"Adamantite Bar"                                                                                                                      ,"Adamantite Bar"                                                                                                                      ,"Adamantinová Tyč"                                                                                                                                         ,"Adamantitbarren"                                                                                                                                                                                 ,"Адамантитовый Слиток"                                                                                                                                                                          ,"Sztabka Adamantytu"                                                                                                                                                   ,"Adamantitrúd"                                                                                                                                                              ,"Barra di Adamantite"                                                                                                                                              ,"Barra de Adamantita"                                                                                                                                                     ,"Barre d'Adamantite"                                                                                                                                                                                                      ,"艾德曼合金條"                                                                         ,"アダマントの棒"                                                                                                                 ,"Barra de Adamantita"                                                                                                                                               ,"艾德曼合金条"                                                                         ,
"STR_FreezeBar_Eridium"                ,"Eridium Bar"                                                                                                                         ,"Eridium Bar"                                                                                                                         ,"Eridiová Tyč"                                                                                                                                             ,"Eridiumbarren"                                                                                                                                                                                   ,"Эридиевый Слиток"                                                                                                                                                                              ,"Sztabka Eridium"                                                                                                                                                      ,"Erídiumrúd"                                                                                                                                                                ,"Barra di Eridio"                                                                                                                                                  ,"Barra de Eridio"                                                                                                                                                         ,"Barre d'Éridium"                                                                                                                                                                                                         ,"伊利丹條"                                                                             ,"エリディウムの棒"                                                                                                               ,"Barra de Erídio"                                                                                                                                                   ,"伊利丹条"                                                                             ,
"STR_FreezeBar_Enchanted"              ,"Enchanted Bar"                                                                                                                       ,"Enchanted Bar"                                                                                                                       ,"Očarovaná Tyč"                                                                                                                                            ,"Verzauberter Barren"                                                                                                                                                                             ,"Зачарованный Слиток"                                                                                                                                                                           ,"Zaczarowana Sztabka"                                                                                                                                                  ,"Elvarázsolt Rúd"                                                                                                                                                           ,"Barra Incantata"                                                                                                                                                  ,"Barra Encantada"                                                                                                                                                         ,"Barre Enchantée"                                                                                                                                                                                                         ,"附魔條"                                                                               ,"エンチャントの棒"                                                                                                               ,"Barra Encantada"                                                                                                                                                   ,"附魔条"                                                                               ,
"STR_FreezeBar_Cobalt"                 ,"Cobalt Bar"                                                                                                                          ,"Cobalt Bar"                                                                                                                          ,"Kobaltová Tyč"                                                                                                                                            ,"Kobaltbarren"                                                                                                                                                                                    ,"Кобальтовый Слиток"                                                                                                                                                                            ,"Sztabka Kobaltu"                                                                                                                                                      ,"Kobaltrúd"                                                                                                                                                                 ,"Barra di Cobalto"                                                                                                                                                 ,"Barra de Cobalto"                                                                                                                                                        ,"Barre de Cobalt"                                                                                                                                                                                                         ,"鈷條"                                                                                 ,"コバルトの棒"                                                                                                                   ,"Barra de Cobalto"                                                                                                                                                  ,"钴条"                                                                                 ,
"STR_FreezeBar_Crimant"                ,"Craft Crimant Bar"                                                                                                                   ,"Craft Crimant Bar"                                                                                                                   ,"Vyrobte Crimantovou Tyč"                                                                                                                                  ,"Crimantbarren herstellen"                                                                                                                                                                        ,"Создание Кримантового Слитка"                                                                                                                                                                  ,"Wykonaj Sztabkę Krimantu"                                                                                                                                             ,"Készíts Crimantrudat"                                                                                                                                                      ,"Crea una Barra di Crimant"                                                                                                                                        ,"Elaborar una Barra de Crimant"                                                                                                                                           ,"Fabriquer une Barre de Crimant"                                                                                                                                                                                          ,"制作克里曼条"                                                                         ,"クリマンの棒を作成する"                                                                                                         ,"Criar uma Barra de Crimant"                                                                                                                                        ,"制作克里曼条"                                                                         ,
"STR_FreezeBar_gold"                   ,"Gold Bar"                                                                                                                            ,"Gold Bar"                                                                                                                            ,"Zlatá Tyč"                                                                                                                                                ,"Goldbarren"                                                                                                                                                                                      ,"Золотой Слиток"                                                                                                                                                                                ,"Sztabka Złota"                                                                                                                                                        ,"Aranyrúd"                                                                                                                                                                  ,"Barra d'Oro"                                                                                                                                                      ,"Barra de Oro"                                                                                                                                                            ,"Barre d'Or"                                                                                                                                                                                                              ,"金條"                                                                                 ,"金棒"                                                                                                                           ,"Barra de Ouro"                                                                                                                                                     ,"金条"                                                                                 ,
"STR_FreezeBar_iron"                   ,"Iron Bar"                                                                                                                            ,"Iron Bar"                                                                                                                            ,"Železná Tyč"                                                                                                                                              ,"Eisenbarren"                                                                                                                                                                                     ,"Железный Слиток"                                                                                                                                                                               ,"Sztabka Żelaza"                                                                                                                                                       ,"Vastrúd"                                                                                                                                                                   ,"Barra di Ferro"                                                                                                                                                   ,"Barra de Hierro"                                                                                                                                                         ,"Barre de Fer"                                                                                                                                                                                                            ,"鐵條"                                                                                 ,"鉄棒"                                                                                                                           ,"Barra de Ferro"                                                                                                                                                    ,"铁条"                                                                                 ,
